period,profit,leaching,wetstart
3,0.2502008914586622,0.001009153654567,1
3,0.24438165890875638,0.0032747485874563,1
3,0.2475769449570551,0.0017586669005292,1
3,0.2507688860038823,5.088980585562583,1
3,0.2510234016825045,0.0038672067134976,1
3,0.250454554288825,0.0129118379185071,1
3,0.24700306946990092,3.036850319237263,1
3,0.2446523934294827,0.0014234797658547,1
3,0.2490760228045071,0.0018367326796885,1
3,0.2464155295330656,0.020212352833975,1
3,0.2417134785656127,0.0238619702688293,1
3,0.2449940977849828,0.0005300452786293,1
3,0.249011100360396,0.0048876765308311,1
3,0.2304231983215119,0.0203918430415165,0
3,0.245483481949726,0.0170023319887208,0
3,0.2473165799855622,0.0313781055588346,1
3,0.2413834616004688,0.0009204478332823,1
3,0.249903478478389,0.0512971911954407,1
3,0.2509997122923257,0.0021896590519104,1
3,0.2442240411244137,0.0,1
3,0.24132039480323,0.5043456338576078,0
3,0.2196070670553197,0.0,0
3,0.2424070468264434,0.210606293785559,0
3,0.2400293639663727,0.0,1
3,0.25087143091049974,0.0001663508449287,1
3,0.245339040904231,3.039425502468578,1
3,0.24518122973929368,0.0014537936940852,1
3,0.2446896962283776,0.2570564902209571,1
3,0.2500895419046224,0.0084385565882175,1
3,0.24834351368734459,0.0008743905210677,1
3,0.2446890366054442,0.0,1
3,0.2300203669855041,0.0,0
3,0.2313338675336088,0.0272917188810131,0
3,0.24883021866193542,0.0033687773400414,1
3,0.24609149479576278,0.1030331915964713,1
3,0.2307475654487485,0.0462169532978857,0
3,0.2486338392058787,1.888018985988157,1
3,0.2484664962716763,0.0106285991317978,1
3,0.2510817367960393,0.0068078341981103,1
3,0.249563088892343,0.000484075744473,1
3,0.246016291626734,0.6245595507621934,1
3,0.2412039286681261,0.020244708215451,1
3,0.2448728688438881,1.0264894642133164,0
3,0.2476722198149607,0.0191725790337574,1
3,0.2499199981269368,0.0029034053792558,1
3,0.2490298672957723,0.0069851305124111,1
3,0.2405012397042675,0.0,1
3,0.2484946406178376,3.4750002976205265,1
3,0.2481841033759257,5.235173451098423e-05,1
3,0.2507647864136124,0.0111891857710361,1
3,0.2506133275197096,0.1749145512089582,1
3,0.2500998447122016,0.0047963173263511,1
3,0.23933476311783,0.0204647024597884,1
3,0.24656885973774462,0.0,1
3,0.2481091257620111,0.7614361832543762,1
3,0.2406528808237723,0.002619897596263,1
3,0.244749504107568,0.000953750856882,1
3,0.2457173866264688,0.0185856429814332,1
3,0.2499286687470414,0.0080041514586046,1
3,0.2451498065179123,0.0004978675218873,1
3,0.2412321836749823,0.0036327454764597,1
3,0.2466755476853559,0.0028722768557803,1
3,0.2499779092020632,1.7523718065347982,1
3,0.2510511711766071,0.2103768081816221,1
